date,date,waterlv,watertemp,sealv,precip,temp,vwind,dwind,wind,sin,cos,precip1,precip2,precip3,precip4,precip5,precipsum,meantemp
2008-10-08,2008-10-08,67.47,12.27,511.83,0.0,7.81,1.5,128.75,2.2471114119426994,0.7798844830928818,-0.6259234721840591,0.0,0.0,0.5,0.0,0.2,0.6539610109088227,8.644
2008-10-09,2008-10-09,66.82,12.25,508.67,0.4,9.65,3.38,200.0,3.490658503988659,-0.34202014332566866,-0.9396926207859084,0.0,0.0,0.0,0.5,0.0,-1.281712764111577,8.368
2008-10-10,2008-10-10,66.12,12.22,510.0,0.0,11.63,5.38,243.75,4.254240051736178,-0.8968727415326883,-0.44228869021900136,0.4,0.0,0.0,0.0,0.5,-0.9391614317516895,8.508
2008-10-11,2008-10-11,66.33,12.19,497.5,0.0,13.06,6.25,230.0,4.014257279586958,-0.7660444431189779,-0.6427876096865395,0.0,0.4,0.0,0.0,0.0,-1.0088320528055172,9.068000000000001
2008-10-12,2008-10-12,66.28,12.15,512.83,3.2,12.43,6.63,252.5,4.406956361285682,-0.9537169507482269,-0.30070579950427295,0.0,0.0,0.4,0.0,0.0,-0.8544227502524998,9.74
2008-10-13,2008-10-13,66.53,12.12,509.83,0.1,13.03,5.63,222.5,3.883357585687383,-0.6755902076156601,-0.7372773368101241,3.2,0.0,0.0,0.4,0.0,1.7871324555742159,10.916
2008-10-14,2008-10-14,66.68,12.09,516.5,0.0,13.24,7.13,252.5,4.406956361285682,-0.9537169507482269,-0.30070579950427295,0.1,3.2,0.0,0.0,0.4,2.0455772497475007,11.96
2008-10-15,2008-10-15,66.88,12.05,517.17,1.8,10.44,3.38,208.75,3.6433748135381627,-0.4809887689193874,-0.8767267557075078,0.0,0.1,3.2,0.0,0.0,1.942284475373105,12.678
2008-10-16,2008-10-16,67.31,12.02,514.83,3.5,11.49,6.88,221.25,3.861540970037454,-0.6593458151000688,-0.7518398074789775,1.8,0.0,0.1,3.2,0.0,0.4888143774209538,12.440000000000001
2008-10-17,2008-10-17,67.56,12.0,539.5,5.8,9.05,5.25,275.0,4.799655442984406,-0.9961946980917455,0.08715574274765789,3.5,1.8,0.0,0.1,3.2,4.390961044655913,12.126000000000001
2008-10-18,2008-10-18,68.15,11.97,529.67,0.4,9.7,6.75,240.0,4.1887902047863905,-0.8660254037844384,-0.5000000000000004,5.8,3.5,1.8,0.0,0.1,9.733974596215562,11.45
2008-10-19,2008-10-19,70.08,11.95,524.0,1.5,10.85,8.88,251.25,4.385139745635753,-0.9469301294951056,-0.3214394653031618,0.4,5.8,3.5,1.8,0.0,8.431630405201734,10.784
2008-10-20,2008-10-20,71.7,11.93,525.33,0.0,11.31,5.75,210.0,3.6651914291880923,-0.5000000000000001,-0.8660254037844386,1.5,0.4,5.8,3.5,1.8,6.333974596215561,10.306
2008-10-21,2008-10-21,73.06,11.91,511.67,4.7,12.18,5.0,206.25,3.5997415822383045,-0.4422886902190011,-0.8968727415326884,0.0,1.5,0.4,5.8,3.5,0.5608385682483107,10.48
2008-10-22,2008-10-22,73.48,11.89,523.83,3.4,10.2,4.5,221.25,3.861540970037454,-0.6593458151000688,-0.7518398074789775,4.7,0.0,1.5,0.4,5.8,4.7888143774209535,10.618
2008-10-23,2008-10-23,73.71,11.86,529.0,0.8,7.55,4.75,212.5,3.7088246604879505,-0.5372996083468239,-0.8433914458128856,3.4,4.7,0.0,1.5,0.4,6.71930894584029,10.847999999999999
2008-10-24,2008-10-24,74.08,11.84,505.5,0.0,7.0,5.5,188.75,3.294308963139297,-0.15212338618991683,-0.9883615104677607,0.8,3.4,4.7,0.0,1.5,7.759515103342323,10.418000000000001
2008-10-25,2008-10-25,74.17,11.82,524.5,0.0,7.65,3.38,200.0,3.490658503988659,-0.34202014332566866,-0.9396926207859084,0.0,0.8,3.4,4.7,0.0,2.918287235888423,9.648
2008-10-26,2008-10-26,74.28,11.8,501.67,3.6,10.9,7.25,202.5,3.5342917352885173,-0.38268343236508967,-0.9238795325112868,0.0,0.0,0.8,3.4,4.7,-0.5065629648763765,8.916
2008-10-27,2008-10-27,74.38,11.77,534.5,2.5,9.84,5.0,210.0,3.6651914291880923,-0.5000000000000001,-0.8660254037844386,3.6,0.0,0.0,0.8,3.4,2.2339745962155613,8.66
2008-10-28,2008-10-28,74.7,11.75,530.83,0.0,7.1,5.75,210.0,3.6651914291880923,-0.5000000000000001,-0.8660254037844386,2.5,3.6,0.0,0.0,0.8,4.733974596215561,8.588
2008-10-29,2008-10-29,75.34,11.72,543.17,1.1,5.59,1.25,110.0,1.9198621771937625,0.9396926207859084,-0.3420201433256687,0.0,2.5,3.6,0.0,0.0,6.697672477460239,8.498
2008-10-30,2008-10-30,76.18,11.69,556.17,9.2,8.43,7.88,112.5,1.9634954084936207,0.9238795325112867,-0.3826834323650897,1.1,0.0,2.5,3.6,0.0,4.141196100146197,8.216
2008-10-31,2008-10-31,76.88,11.66,536.33,0.9,6.01,8.88,220.0,3.839724354387525,-0.6427876096865393,-0.766044443118978,9.2,1.1,0.0,2.5,3.6,8.891167947194482,8.372
2008-11-01,2008-11-01,78.75,11.62,545.83,0.0,5.79,4.5,93.75,1.6362461737446838,0.9978589232386035,-0.06540312923014292,0.9,9.2,1.1,0.0,2.5,12.13245579400846,7.394
2008-11-02,2008-11-02,80.22,11.59,532.67,0.0,7.41,3.75,72.5,1.265363707695889,0.9537169507482269,0.30070579950427306,0.0,0.9,9.2,1.1,0.0,11.3544227502525,6.5840000000000005
2008-11-03,2008-11-03,81.29,11.55,525.83,0.0,5.73,2.63,103.75,1.8107790989441168,0.9713420698132614,-0.237685892326173,0.0,0.0,0.9,9.2,1.1,1.6336561774870884,6.646000000000001
2008-11-04,2008-11-04,81.38,11.51,526.67,0.0,6.99,2.13,98.75,1.7235126363444004,0.9883615104677607,-0.1521233861899167,0.0,0.0,0.0,0.9,9.2,0.8362381242778439,6.6739999999999995
2008-11-05,2008-11-05,80.59,11.47,523.17,0.1,8.81,5.38,76.25,1.3308135546456763,0.9713420698132614,0.2376858923261731,0.0,0.0,0.0,0.0,0.9,1.2090279621394346,6.386
2008-11-06,2008-11-06,80.48,11.34,526.17,0.0,6.43,6.63,87.5,1.5271630954950384,0.9990482215818578,0.04361938736533601,0.1,0.0,0.0,0.0,0.0,1.1426676089471939,6.946000000000001
2008-11-07,2008-11-07,79.93,11.26,510.83,0.0,5.36,4.0,137.5,2.399827721492203,0.6755902076156604,-0.737277336810124,0.0,0.1,0.0,0.0,0.0,0.038312870805536386,7.074000000000001
2008-11-08,2008-11-08,78.78,11.23,508.17,0.0,7.44,2.25,132.5,2.3125612588924866,0.7372773368101241,-0.6755902076156602,0.0,0.0,0.1,0.0,0.0,0.16168712919446385,6.6640000000000015
2008-11-09,2008-11-09,77.45,11.19,501.67,0.4,10.64,5.25,192.5,3.3597588100890845,-0.21643961393810293,-0.9762960071199334,0.0,0.0,0.0,0.1,0.0,-1.1927356210580362,7.006
2008-11-10,2008-11-10,76.42,11.15,485.5,0.5,11.46,7.0,191.25,3.3379421944391554,-0.19509032201612836,-0.9807852804032304,0.4,0.0,0.0,0.0,0.1,-0.7758756024193588,7.736
2008-11-11,2008-11-11,75.08,11.13,489.67,0.5,12.1,7.5,200.0,3.490658503988659,-0.34202014332566866,-0.9396926207859084,0.5,0.4,0.0,0.0,0.0,-0.38171276411157706,8.266000000000002
2008-11-12,2008-11-12,73.98,11.12,496.17,0.0,7.24,4.75,200.0,3.490658503988659,-0.34202014332566866,-0.9396926207859084,0.5,0.5,0.4,0.0,0.0,0.11828723588842294,9.4
2008-11-13,2008-11-13,73.08,11.08,507.83,0.7,6.61,5.88,217.5,3.796091123087667,-0.6087614290087207,-0.7933533402912352,0.0,0.5,0.5,0.4,0.0,-0.4021147692999558,9.776
2008-11-14,2008-11-14,72.86,11.08,499.83,2.4,6.09,7.88,216.25,3.7742745074377377,-0.5913096483635824,-0.8064446042674825,0.7,0.0,0.5,0.5,0.4,-0.19775425263106494,9.610000000000001
2008-11-15,2008-11-15,73.02,11.03,504.67,0.2,9.91,12.13,250.0,4.363323129985824,-0.9396926207859084,-0.34202014332566855,2.4,0.7,0.0,0.5,0.5,1.818287235888423,8.7
2008-11-16,2008-11-16,73.87,10.99,517.17,5.0,8.55,10.38,272.5,4.756022211684548,-0.9990482215818578,0.043619387365335764,0.2,2.4,0.7,0.0,0.5,2.344571165783478,8.39
2008-11-17,2008-11-17,76.28,10.97,549.33,0.0,4.63,4.75,307.5,5.366887449882563,-0.7933533402912352,0.6087614290087205,5.0,0.2,2.4,0.7,0.0,7.415408088717486,7.68
2008-11-18,2008-11-18,80.92,10.93,500.67,6.6,3.04,7.75,202.5,3.5342917352885173,-0.38268343236508967,-0.9238795325112868,0.0,5.0,0.2,2.4,0.7,3.8934370351236236,7.1579999999999995
2008-11-19,2008-11-19,82.76,10.88,535.33,8.2,6.69,9.13,271.25,4.734205596034619,-0.9997620270799091,0.021814885034561356,6.6,0.0,5.0,0.2,2.4,10.622052857954651,6.444
2008-11-20,2008-11-20,84.26,10.82,537.83,11.6,7.44,8.25,288.75,5.0396382151336265,-0.9469301294951057,0.3214394653031615,8.2,6.6,0.0,5.0,0.2,14.174509335808054,6.564
2008-11-21,2008-11-21,86.81,10.76,550.17,5.7,1.83,5.13,277.5,4.843288674284264,-0.9914448613738105,0.13052619222005127,11.6,8.2,6.6,0.0,5.0,25.539081330846237,6.07
2008-11-22,2008-11-22,89.31,10.68,559.0,19.8,-0.33,4.0,200.0,3.490658503988659,-0.34202014332566866,-0.9396926207859084,5.7,11.6,8.2,6.6,0.0,24.218287235888422,4.726
2008-11-23,2008-11-23,91.86,10.61,574.83,3.6,1.98,5.88,306.25,5.345070834232634,-0.8064446042674829,0.591309648363582,19.8,5.7,11.6,8.2,6.6,36.884865044096095,3.7340000000000004
2008-11-24,2008-11-24,96.89,10.49,559.33,15.9,0.85,6.5,266.25,4.646939133434903,-0.9978589232386035,-0.06540312923014273,3.6,19.8,5.7,11.6,8.2,28.036737947531254,3.522
2008-11-25,2008-11-25,100.79,10.36,559.0,5.6,0.8,3.5,261.25,4.559672670835186,-0.9883615104677607,-0.15212338618991714,15.9,3.6,19.8,5.7,11.6,38.15951510334233,2.354
2008-11-26,2008-11-26,103.02,10.26,533.5,1.1,3.1,5.88,270.0,4.71238898038469,-1.0,-1.8369701987210297e-16,5.6,15.9,3.6,19.8,5.7,24.1,1.026
2008-11-27,2008-11-27,104.05,10.14,531.17,0.0,6.34,7.38,246.25,4.297873283036036,-0.9153114791194471,-0.40274668985873735,1.1,5.6,15.9,3.6,19.8,21.281941831021815,1.28
2008-11-28,2008-11-28,104.85,10.05,521.17,0.0,4.04,4.5,191.25,3.3379421944391554,-0.19509032201612836,-0.9807852804032304,0.0,1.1,5.6,15.9,3.6,5.524124397580641,2.614
2008-11-29,2008-11-29,105.02,10.01,538.17,0.0,1.84,4.63,126.25,2.203478180642841,0.8064446042674825,-0.5913096483635825,0.0,0.0,1.1,5.6,15.9,1.3151349559039,3.026
2008-11-30,2008-11-30,104.08,9.97,530.5,0.0,3.33,3.5,146.25,2.552544031041707,0.5555702330196022,-0.8314696123025453,0.0,0.0,0.0,1.1,5.6,-0.27589937928294317,3.2239999999999993
2008-12-01,2008-12-01,103.11,9.9,532.83,0.3,3.4,3.38,138.75,2.421644337142132,0.659345815100069,-0.7518398074789773,0.0,0.0,0.0,0.0,1.1,-0.09249399237890832,3.7300000000000004
2008-12-02,2008-12-02,101.9,9.84,541.33,1.3,5.14,7.75,182.5,3.1852258848896513,-0.04361938736533583,-0.9990482215818578,0.3,0.0,0.0,0.0,0.0,-0.7426676089471935,3.79
2008-12-03,2008-12-03,101.04,9.78,519.67,1.3,3.23,6.0,176.25,3.076142806640006,0.06540312923014312,-0.9978589232386035,1.3,0.3,0.0,0.0,0.0,0.6675442059915397,3.55
2008-12-04,2008-12-04,100.4,9.74,523.0,0.0,1.91,6.38,182.5,3.1852258848896513,-0.04361938736533583,-0.9990482215818578,1.3,1.3,0.3,0.0,0.0,1.8573323910528066,3.3880000000000003
2008-12-05,2008-12-05,99.83,9.69,533.83,0.4,3.05,2.88,158.75,2.770710187540998,0.36243803828370175,-0.9320078692827984,0.0,1.3,1.3,0.3,0.0,2.0304301690009035,3.4019999999999997
2008-12-06,2008-12-06,98.33,9.65,533.5,11.7,3.19,1.88,171.25,2.9888763440402895,0.15212338618991664,-0.9883615104677607,0.4,0.0,1.3,1.3,0.3,0.863761875722156,3.345999999999999
2008-12-07,2008-12-07,97.06,9.6,533.17,2.1,5.03,3.63,288.75,5.0396382151336265,-0.9469301294951057,0.3214394653031615,11.7,0.4,0.0,1.3,1.3,11.474509335808056,3.304
2008-12-08,2008-12-08,96.58,9.56,520.67,0.7,1.84,3.63,210.0,3.6651914291880923,-0.5000000000000001,-0.8660254037844386,2.1,11.7,0.4,0.0,1.3,12.83397459621556,3.282
2008-12-09,2008-12-09,96.18,9.54,520.0,0.1,2.6,5.13,206.25,3.5997415822383045,-0.4422886902190011,-0.8968727415326884,0.7,2.1,11.7,0.4,0.0,13.16083856824831,3.004
2008-12-10,2008-12-10,95.31,9.49,528.17,0.8,1.43,5.0,201.25,3.512475119638588,-0.3624380382837015,-0.9320078692827986,0.1,0.7,2.1,11.7,0.4,1.6055540924335001,3.1420000000000003
2008-12-11,2008-12-11,94.3,9.47,526.83,8.0,1.68,2.25,115.0,2.007128639793479,0.90630778703665,-0.42261826174069933,0.8,0.1,0.7,2.1,11.7,2.083689525295951,2.818
2008-12-12,2008-12-12,93.55,9.41,522.67,1.1,3.08,3.0,172.5,3.0106929596902186,0.13052619222005157,-0.9914448613738104,8.0,0.8,0.1,0.7,2.1,8.03908133084624,2.516
2008-12-13,2008-12-13,92.95,9.37,514.0,0.0,1.9,3.38,130.0,2.2689280275926285,0.766044443118978,-0.6427876096865394,1.1,8.0,0.8,0.1,0.7,10.02325683343244,2.126
2008-12-14,2008-12-14,92.47,9.35,510.5,0.0,-0.28,4.75,118.75,2.072578486743266,0.8767267557075078,-0.48098876891938747,0.0,1.1,8.0,0.8,0.1,9.49573798678812,2.138
2008-12-15,2008-12-15,91.63,9.31,507.17,1.8,-0.19,4.25,137.5,2.399827721492203,0.6755902076156604,-0.737277336810124,0.0,0.0,1.1,8.0,0.8,1.0383128708055365,1.5619999999999998
2008-12-16,2008-12-16,90.74,9.23,503.83,0.0,0.56,2.5,137.5,2.399827721492203,0.6755902076156604,-0.737277336810124,1.8,0.0,0.0,1.1,8.0,1.7383128708055364,1.238
2008-12-17,2008-12-17,89.96,9.19,499.0,0.0,2.85,2.25,176.25,3.076142806640006,0.06540312923014312,-0.9978589232386035,0.0,1.8,0.0,0.0,1.1,0.8675442059915397,1.014
2008-12-18,2008-12-18,88.58,9.13,495.67,0.0,3.1,1.13,135.0,2.356194490192345,0.7071067811865476,-0.7071067811865475,0.0,0.0,1.8,0.0,0.0,1.8000000000000003,0.968
2008-12-19,2008-12-19,87.54,9.11,494.67,0.8,1.9,3.38,217.5,3.796091123087667,-0.6087614290087207,-0.7933533402912352,0.0,0.0,0.0,1.8,0.0,-1.4021147692999558,1.2079999999999997
2008-12-20,2008-12-20,86.33,9.06,506.83,2.2,4.13,8.5,241.25,4.21060682043632,-0.8767267557075077,-0.4809887689193877,0.8,0.0,0.0,0.0,1.8,-0.5577155246268954,1.6440000000000001
2008-12-21,2008-12-21,85.63,9.06,523.0,3.3,5.16,6.25,267.5,4.6687557490848315,-0.9990482215818578,-0.04361938736533613,2.2,0.8,0.0,0.0,0.0,1.9573323910528062,2.508
2008-12-22,2008-12-22,87.26,9.02,512.83,0.0,6.6,10.38,267.5,4.6687557490848315,-0.9990482215818578,-0.04361938736533613,3.3,2.2,0.8,0.0,0.0,5.257332391052806,3.428
2008-12-23,2008-12-23,89.21,9.0,558.0,0.0,3.81,5.25,335.0,5.846852994181004,-0.4226182617406992,0.90630778703665,0.0,3.3,2.2,0.8,0.0,5.983689525295951,4.178
2008-12-24,2008-12-24,95.12,8.98,524.0,0.3,0.76,2.0,158.75,2.770710187540998,0.36243803828370175,-0.9320078692827984,0.0,0.0,3.3,2.2,0.8,2.730430169000903,4.319999999999999
2008-12-25,2008-12-25,97.95,8.92,522.5,0.3,1.03,2.88,108.75,1.8980455615438334,0.9469301294951057,-0.3214394653031616,0.3,0.0,0.0,3.3,2.2,0.925490664191944,4.092
2008-12-26,2008-12-26,98.25,8.85,509.33,0.0,1.25,2.25,120.0,2.0943951023931953,0.8660254037844387,-0.4999999999999998,0.3,0.3,0.0,0.0,3.3,0.9660254037844389,3.472
2008-12-27,2008-12-27,97.42,8.82,508.83,0.3,0.56,1.88,201.25,3.512475119638588,-0.3624380382837015,-0.9320078692827986,0.0,0.3,0.3,0.0,0.0,-0.6944459075664999,2.69
2008-12-28,2008-12-28,95.52,8.78,512.0,0.1,0.68,1.13,131.25,2.2907446432425576,0.7518398074789774,-0.6593458151000688,0.3,0.0,0.3,0.3,0.0,0.6924939923789085,1.482
2008-12-29,2008-12-29,93.52,8.75,502.83,0.0,-2.19,2.38,153.75,2.6834437249412817,0.4422886902190013,-0.8968727415326883,0.1,0.3,0.0,0.3,0.3,-0.05458405131368699,0.8560000000000001
2008-12-30,2008-12-30,91.94,8.75,494.83,0.0,-5.29,1.25,95.0,1.6580627893946132,0.9961946980917455,-0.08715574274765824,0.0,0.1,0.3,0.0,0.3,1.3090389553440873,0.26600000000000007
2008-12-31,2008-12-31,90.47,8.65,490.67,0.0,-5.94,2.0,182.5,3.1852258848896513,-0.04361938736533583,-0.9990482215818578,0.0,0.0,0.1,0.3,0.0,-0.9426676089471936,-0.998
2009-01-01,2009-01-01,88.63,8.6,510.17,0.3,0.76,3.5,118.75,2.072578486743266,0.8767267557075078,-0.48098876891938747,0.0,0.0,0.0,0.1,0.3,0.39573798678812033,-2.436
2009-01-02,2009-01-02,86.81,8.54,504.5,0.0,-0.03,3.63,323.75,5.650503453331642,-0.5913096483635824,0.8064446042674825,0.3,0.0,0.0,0.0,0.1,0.5151349559039002,-2.396
2009-01-03,2009-01-03,86.19,8.48,508.33,9.5,1.13,6.63,280.0,4.886921905584122,-0.9848077530122081,0.17364817766692997,0.0,0.3,0.0,0.0,0.0,-0.5111595753452782,-2.538
2009-01-04,2009-01-04,85.9,8.41,510.0,0.0,-4.04,2.63,123.75,2.159844949342983,0.8314696123025451,-0.5555702330196023,9.5,0.0,0.3,0.0,0.0,10.075899379282944,-1.874
2009-01-05,2009-01-05,85.54,8.34,503.5,0.0,-12.29,2.13,203.75,3.5561083509384463,-0.4027466898587371,-0.9153114791194472,0.0,9.5,0.0,0.3,0.0,8.181941831021815,-1.624
2009-01-06,2009-01-06,84.89,8.27,478.5,0.0,-6.9,6.63,213.75,3.7306412761378795,-0.5555702330196023,-0.8314696123025452,0.0,0.0,9.5,0.0,0.3,8.112960154677852,-2.8939999999999997
2009-01-07,2009-01-07,84.31,8.26,511.33,1.0,-2.08,9.25,246.25,4.297873283036036,-0.9153114791194471,-0.40274668985873735,0.0,0.0,0.0,9.5,0.0,-1.3180581689781845,-4.426
2009-01-08,2009-01-08,83.47,8.2,501.67,0.3,-1.68,7.75,258.75,4.516039439535327,-0.9807852804032303,-0.19509032201612866,1.0,0.0,0.0,0.0,9.5,-0.17587560241935907,-4.836
2009-01-09,2009-01-09,83.48,8.18,501.17,0.4,2.11,8.63,252.5,4.406956361285682,-0.9537169507482269,-0.30070579950427295,0.3,1.0,0.0,0.0,0.0,0.045577249747500215,-5.398
2009-01-10,2009-01-10,83.16,8.09,507.0,0.1,1.85,3.88,233.75,4.0797071265367455,-0.8064446042674827,-0.5913096483635822,0.4,0.3,1.0,0.0,0.0,0.30224574736893506,-4.168
2009-01-11,2009-01-11,82.88,8.06,482.83,0.0,1.14,6.88,210.0,3.6651914291880923,-0.5000000000000001,-0.8660254037844386,0.1,0.4,0.3,1.0,0.0,-0.5660254037844388,-1.34
2009-01-12,2009-01-12,82.34,8.01,473.33,0.0,0.78,6.5,196.25,3.425208657038872,-0.27982901403099203,-0.9600498543859287,0.0,0.1,0.4,0.3,1.0,-0.7398788684169205,0.26799999999999996
2009-01-13,2009-01-13,81.9,7.98,491.33,0.0,0.44,6.25,207.5,3.6215581978882336,-0.46174861323503374,-0.8870108331782218,0.0,0.0,0.1,0.4,0.3,-1.2487594464132554,0.8400000000000001
2009-01-14,2009-01-14,81.21,7.92,512.0,0.3,1.73,3.0,197.5,3.447025272688801,-0.30070579950427306,-0.9537169507482269,0.0,0.0,0.0,0.1,0.4,-1.2544227502525,1.264
2009-01-15,2009-01-15,80.73,7.94,527.83,0.2,1.61,3.0,258.75,4.516039439535327,-0.9807852804032303,-0.19509032201612866,0.3,0.0,0.0,0.0,0.1,-0.875875602419359,1.188
2009-01-16,2009-01-16,80.59,7.89,523.5,0.0,0.34,2.88,117.5,2.050761871093337,0.8870108331782218,-0.46174861323503374,0.2,0.3,0.0,0.0,0.0,0.9252622199431881,1.14
2009-01-17,2009-01-17,81.58,7.87,504.0,0.0,-1.76,2.63,125.0,2.181661564992912,0.8191520442889917,-0.5735764363510462,0.0,0.2,0.3,0.0,0.0,0.7455756079379455,0.9800000000000001
2009-01-18,2009-01-18,81.55,7.82,493.67,2.6,-2.1,5.38,137.5,2.399827721492203,0.6755902076156604,-0.737277336810124,0.0,0.0,0.2,0.3,0.0,0.1383128708055364,0.4720000000000001
2009-01-19,2009-01-19,80.5,7.79,500.33,1.2,0.48,3.88,188.75,3.294308963139297,-0.15212338618991683,-0.9883615104677607,2.6,0.0,0.0,0.2,0.3,1.4595151033423226,-0.036000000000000074
2009-01-20,2009-01-20,79.52,7.78,499.0,1.2,1.94,3.75,177.5,3.097959422289935,0.04361938736533607,-0.9990482215818578,1.2,2.6,0.0,0.0,0.2,2.8445711657834782,-0.286
2009-01-21,2009-01-21,78.74,7.69,502.83,3.7,0.54,1.5,72.5,1.265363707695889,0.9537169507482269,0.30070579950427306,1.2,1.2,2.6,0.0,0.0,6.2544227502525,-0.22000000000000003
2009-01-22,2009-01-22,78.0,7.72,503.33,0.0,1.71,2.5,268.75,4.690572364734761,-0.9997620270799091,-0.021814885034560836,3.7,1.2,1.2,2.6,0.0,5.078423087885531,-0.18000000000000002
2009-01-23,2009-01-23,77.85,7.72,490.0,0.0,1.31,6.5,133.75,2.3343778745424157,0.7223639620597556,-0.6915130557822693,0.0,3.7,1.2,1.2,2.6,4.930850906277486,0.514
2009-01-24,2009-01-24,77.23,7.63,509.17,0.3,3.95,4.0,158.75,2.770710187540998,0.36243803828370175,-0.9320078692827984,0.0,0.0,3.7,1.2,1.2,3.1304301690009035,1.1960000000000002
2009-01-25,2009-01-25,76.66,7.68,505.0,0.0,1.95,3.75,240.0,4.1887902047863905,-0.8660254037844384,-0.5000000000000004,0.3,0.0,0.0,3.7,1.2,-1.0660254037844388,1.89
2009-01-26,2009-01-26,76.6,7.64,504.83,0.0,0.38,1.88,183.75,3.2070425005395804,-0.06540312923014287,-0.9978589232386035,0.0,0.3,0.0,0.0,3.7,-0.7632620524687463,1.8920000000000001
2009-01-27,2009-01-27,76.35,7.63,504.33,0.0,-1.68,1.13,141.25,2.4652775684419903,0.6259234721840592,-0.7798844830928816,0.0,0.0,0.3,0.0,0.0,0.14603898909117757,1.86
2009-01-28,2009-01-28,75.87,7.62,500.17,0.0,-0.66,1.25,171.25,2.9888763440402895,0.15212338618991664,-0.9883615104677607,0.0,0.0,0.0,0.3,0.0,-0.836238124277844,1.182
2009-01-29,2009-01-29,75.29,7.6,500.17,0.1,1.34,2.0,307.5,5.366887449882563,-0.7933533402912352,0.6087614290087205,0.0,0.0,0.0,0.0,0.3,-0.18459191128251462,0.788
2009-01-30,2009-01-30,74.76,7.58,505.67,3.2,1.5,3.25,105.0,1.8325957145940461,0.9659258262890683,-0.25881904510252085,0.1,0.0,0.0,0.0,0.0,0.8071067811865474,0.266
2009-01-31,2009-01-31,74.68,7.55,504.67,0.1,-0.36,5.38,61.25,1.069014166846527,0.8767267557075078,0.4809887689193876,3.2,0.1,0.0,0.0,0.0,4.657715524626895,0.17599999999999996
2009-02-01,2009-02-01,74.97,7.57,491.33,0.0,-3.54,5.38,82.5,1.4398966328953218,0.9914448613738104,0.1305261922200517,0.1,3.2,0.1,0.0,0.0,4.521971053593862,0.02800000000000007
2009-02-02,2009-02-02,74.59,7.53,483.0,0.0,-3.16,5.0,98.75,1.7235126363444004,0.9883615104677607,-0.1521233861899167,0.0,0.1,3.2,0.1,0.0,4.136238124277844,-0.344
2009-02-03,2009-02-03,74.12,7.5,480.33,0.0,-2.9,4.88,116.25,2.028945255443408,0.8968727415326884,-0.44228869021900113,0.0,0.0,0.1,3.2,0.1,0.5545840513136873,-0.8440000000000001
2009-02-04,2009-02-04,73.43,7.46,479.67,0.0,-1.06,2.63,107.5,1.8762289458939043,0.9537169507482269,-0.3007057995042731,0.0,0.0,0.0,0.1,3.2,0.6530111512439538,-1.6920000000000002
2009-02-05,2009-02-05,72.24,7.45,480.0,0.0,1.35,3.25,172.5,3.0106929596902186,0.13052619222005157,-0.9914448613738104,0.0,0.0,0.0,0.0,0.1,-0.8609186691537588,-2.2039999999999997
2009-02-06,2009-02-06,71.23,7.4,481.0,0.4,2.26,4.0,173.75,3.0325095753401476,0.10886687485196457,-0.9940563382223196,0.0,0.0,0.0,0.0,0.0,-0.8851894633703551,-1.8619999999999997
